1607444665251.csv;;;;;;;;;;;;
88:6B:0F:F1:94:16;15;1;1;0;0;3;545;0;0;0;0;1607444634543
88:6B:0F:F1:94:16;0;1;1;0;0;0;520;0;0;0;0;1607444634622
88:6B:0F:F1:94:16;1;1;1;0;0;3;509;0;0;0;0;1607444634733
88:6B:0F:F1:94:16;2;1;1;0;0;1;513;0;0;0;0;1607444634839
88:6B:0F:F1:94:16;3;1;1;0;0;3;553;0;0;0;0;1607444634946
88:6B:0F:F1:94:16;4;1;1;0;0;1;499;0;0;0;0;1607444635033
88:6B:0F:F1:94:16;5;1;1;0;0;3;473;0;0;0;0;1607444635147
88:6B:0F:F1:94:16;6;1;1;0;0;0;531;0;0;0;0;1607444635223
88:6B:0F:F1:94:16;7;1;1;0;0;3;501;0;0;0;0;1607444635334
88:6B:0F:F1:94:16;8;1;1;0;0;0;490;0;0;0;0;1607444635462
88:6B:0F:F1:94:16;9;1;1;0;0;3;488;0;0;0;0;1607444635548
88:6B:0F:F1:94:16;10;1;1;0;0;0;497;0;0;0;0;1607444635638
88:6B:0F:F1:94:16;11;1;1;0;0;1;484;0;0;0;0;1607444635721
88:6B:0F:F1:94:16;12;1;1;0;0;1;524;0;0;0;0;1607444635829
88:6B:0F:F1:94:16;13;1;1;0;0;3;516;0;0;0;0;1607444635946
88:6B:0F:F1:94:16;14;1;1;0;0;1;500;0;0;0;0;1607444636025
88:6B:0F:F1:94:16;15;1;1;0;0;3;504;0;0;0;0;1607444636133
88:6B:0F:F1:94:16;0;1;1;0;0;0;505;0;0;0;0;1607444636221
88:6B:0F:F1:94:16;1;1;1;0;0;3;494;0;0;0;0;1607444636332
88:6B:0F:F1:94:16;2;1;1;0;0;1;471;0;0;0;0;1607444636443
88:6B:0F:F1:94:16;3;1;1;0;0;3;522;0;0;0;0;1607444636529
88:6B:0F:F1:94:16;4;1;1;0;0;1;504;0;0;0;0;1607444636642
88:6B:0F:F1:94:16;5;1;1;0;0;3;487;0;0;0;0;1607444636755
88:6B:0F:F1:94:16;6;1;1;0;0;0;506;0;0;0;0;1607444636823
88:6B:0F:F1:94:16;7;1;1;0;0;3;502;0;0;0;0;1607444636934
88:6B:0F:F1:94:16;8;1;1;0;0;1;486;0;0;0;0;1607444637046
88:6B:0F:F1:94:16;9;1;1;0;0;3;479;0;0;0;0;1607444637126
88:6B:0F:F1:94:16;10;1;1;0;0;0;519;0;0;0;0;1607444637235
88:6B:0F:F1:94:16;11;1;1;0;0;3;505;0;0;0;0;1607444637347
88:6B:0F:F1:94:16;12;1;1;0;0;1;505;0;0;0;0;1607444637436
88:6B:0F:F1:94:16;13;1;1;0;0;3;498;0;0;0;0;1607444637544
88:6B:0F:F1:94:16;14;1;1;0;0;0;349;0;0;0;0;1607444637626
88:6B:0F:F1:94:16;15;1;1;0;0;3;492;0;0;0;0;1607444637738
88:6B:0F:F1:94:16;0;1;1;0;0;1;472;0;0;0;0;1607444637841
88:6B:0F:F1:94:16;1;1;1;0;0;3;547;0;0;0;0;1607444637925
88:6B:0F:F1:94:16;2;1;1;0;0;0;516;0;0;0;0;1607444638041
88:6B:0F:F1:94:16;3;1;1;0;0;1;503;0;0;0;0;1607444638123
88:6B:0F:F1:94:16;4;1;1;0;0;0;501;0;0;0;0;1607444638234
88:6B:0F:F1:94:16;5;1;1;0;0;3;503;0;0;0;0;1607444638338
88:6B:0F:F1:94:16;6;1;1;0;0;1;560;0;0;0;0;1607444638445
88:6B:0F:F1:94:16;7;1;1;0;0;3;489;0;0;0;0;1607444638531
88:6B:0F:F1:94:16;8;1;1;0;0;0;469;0;0;0;0;1607444638647
88:6B:0F:F1:94:16;9;1;1;0;0;3;550;0;0;0;0;1607444638737
88:6B:0F:F1:94:16;10;1;1;0;0;1;513;0;0;0;0;1607444638846
88:6B:0F:F1:94:16;11;1;1;0;0;3;501;0;0;0;0;1607444638931
88:6B:0F:F1:94:16;12;1;1;0;0;1;492;0;0;0;0;1607444639038
88:6B:0F:F1:94:16;13;1;1;0;0;3;498;0;0;0;0;1607444639145
88:6B:0F:F1:94:16;14;1;1;0;0;0;494;0;0;0;0;1607444639227
88:6B:0F:F1:94:16;15;1;1;0;0;3;482;0;0;0;0;1607444639327
88:6B:0F:F1:94:16;0;1;1;0;0;1;476;0;0;0;0;1607444639435
88:6B:0F:F1:94:16;1;1;1;0;0;3;525;0;0;0;0;1607444639544
88:6B:0F:F1:94:16;2;1;1;0;0;1;504;0;0;0;0;1607444639624
88:6B:0F:F1:94:16;3;1;1;0;0;3;496;0;0;0;0;1607444639737
88:6B:0F:F1:94:16;4;1;1;0;0;1;492;0;0;0;0;1607444639839
88:6B:0F:F1:94:16;5;1;1;0;0;3;402;0;0;0;0;1607444639929
88:6B:0F:F1:94:16;6;1;1;0;0;0;498;0;0;0;0;1607444640038
88:6B:0F:F1:94:16;7;1;1;0;0;3;473;0;0;0;0;1607444640145
88:6B:0F:F1:94:16;8;1;1;0;0;1;550;0;0;0;0;1607444640227
88:6B:0F:F1:94:16;9;1;1;0;0;1;516;0;0;0;0;1607444640336
88:6B:0F:F1:94:16;10;1;1;0;0;1;500;0;0;0;0;1607444640443
88:6B:0F:F1:94:16;11;1;1;0;0;1;483;0;0;0;0;1607444640531
88:6B:0F:F1:94:16;12;1;1;0;0;0;431;0;0;0;0;1607444640632
88:6B:0F:F1:94:16;13;1;1;0;0;3;503;0;0;0;0;1607444640742
88:6B:0F:F1:94:16;14;1;1;0;0;0;480;0;0;0;0;1607444640821
88:6B:0F:F1:94:16;15;1;1;0;0;3;529;0;0;0;0;1607444640934
88:6B:0F:F1:94:16;0;1;1;0;0;0;512;0;0;0;0;1607444641036
88:6B:0F:F1:94:16;1;1;1;0;0;3;502;0;0;0;0;1607444641124
88:6B:0F:F1:94:16;2;1;1;0;0;1;500;0;0;0;0;1607444641235
88:6B:0F:F1:94:16;3;1;1;0;0;3;439;0;0;0;0;1607444641340
88:6B:0F:F1:94:16;4;1;1;0;0;1;494;0;0;0;0;1607444641422
88:6B:0F:F1:94:16;5;1;1;0;0;3;474;0;0;0;0;1607444641534
88:6B:0F:F1:94:16;6;1;1;0;0;0;542;0;0;0;0;1607444641638
88:6B:0F:F1:94:16;7;1;1;0;0;3;519;0;0;0;0;1607444641726
88:6B:0F:F1:94:16;8;1;1;0;0;1;502;0;0;0;0;1607444641863
88:6B:0F:F1:94:16;9;1;1;0;0;3;487;0;0;0;0;1607444641944
88:6B:0F:F1:94:16;10;1;1;0;0;1;469;0;0;0;0;1607444642027
88:6B:0F:F1:94:16;11;1;1;0;0;3;497;0;0;0;0;1607444642135
88:6B:0F:F1:94:16;12;1;1;0;0;0;480;0;0;0;0;1607444642242
88:6B:0F:F1:94:16;13;1;1;0;0;3;527;0;0;0;0;1607444642324
88:6B:0F:F1:94:16;14;1;1;0;0;0;511;0;0;0;0;1607444642437
88:6B:0F:F1:94:16;15;1;1;0;0;3;503;0;0;0;0;1607444642545
88:6B:0F:F1:94:16;0;1;1;0;0;1;499;0;0;0;0;1607444642634
88:6B:0F:F1:94:16;1;1;1;0;0;1;487;0;0;0;0;1607444642744
88:6B:0F:F1:94:16;2;1;1;0;0;1;374;0;0;0;0;1607444642823
88:6B:0F:F1:94:16;3;1;1;0;0;1;488;0;0;0;0;1607444642933
88:6B:0F:F1:94:16;4;1;1;0;0;1;473;0;0;0;0;1607444643047
88:6B:0F:F1:94:16;5;1;1;0;0;3;537;0;0;0;0;1607444643145
88:6B:0F:F1:94:16;6;1;1;0;0;0;516;0;0;0;0;1607444643223
88:6B:0F:F1:94:16;7;1;1;0;0;3;477;0;0;0;0;1607444643334
88:6B:0F:F1:94:16;8;1;1;0;0;1;487;0;0;0;0;1607444643445
88:6B:0F:F1:94:16;9;1;1;0;0;3;456;0;0;0;0;1607444643524
88:6B:0F:F1:94:16;10;1;1;0;0;1;466;0;0;0;0;1607444643637
88:6B:0F:F1:94:16;11;1;1;0;0;3;476;0;0;0;0;1607444643747
88:6B:0F:F1:94:16;12;1;1;0;0;1;476;0;0;0;0;1607444643826
88:6B:0F:F1:94:16;13;1;1;0;0;3;496;0;0;0;0;1607444643935
88:6B:0F:F1:94:16;14;1;1;0;0;0;513;0;0;0;0;1607444644042
88:6B:0F:F1:94:16;15;1;1;0;0;3;555;0;0;0;0;1607444644125
88:6B:0F:F1:94:16;0;1;1;0;0;1;517;0;0;0;0;1607444644239
88:6B:0F:F1:94:16;1;1;1;0;0;3;500;0;0;0;0;1607444644345
88:6B:0F:F1:94:16;2;1;1;0;0;1;336;0;0;0;0;1607444644445
88:6B:0F:F1:94:16;3;1;1;0;0;3;500;0;0;0;0;1607444644528
88:6B:0F:F1:94:16;4;1;1;0;0;0;485;0;0;0;0;1607444644636
88:6B:0F:F1:94:16;5;1;1;0;0;3;541;0;0;0;0;1607444644748
88:6B:0F:F1:94:16;6;1;1;0;0;0;506;0;0;0;0;1607444644842
88:6B:0F:F1:94:16;7;1;1;0;0;3;488;0;0;0;0;1607444644927
88:6B:0F:F1:94:16;8;1;1;0;0;1;506;0;0;0;0;1607444645038
88:6B:0F:F1:94:16;9;1;1;0;0;1;401;0;0;0;0;1607444645122
88:6B:0F:F1:94:16;10;1;1;0;0;0;486;0;0;0;0;1607444645235
88:6B:0F:F1:94:16;11;1;1;0;0;3;464;0;0;0;0;1607444645347
88:6B:0F:F1:94:16;12;1;1;0;0;1;552;0;0;0;0;1607444645430
88:6B:0F:F1:94:16;13;1;1;0;0;3;531;0;0;0;0;1607444645543
88:6B:0F:F1:94:16;14;1;1;0;0;0;513;0;0;0;0;1607444645645
88:6B:0F:F1:94:16;15;1;1;0;0;3;502;0;0;0;0;1607444645727
88:6B:0F:F1:94:16;0;1;1;0;0;0;496;0;0;0;0;1607444645836
88:6B:0F:F1:94:16;1;1;1;0;0;3;495;0;0;0;0;1607444645945
88:6B:0F:F1:94:16;2;1;1;0;0;1;425;0;0;0;0;1607444646032
88:6B:0F:F1:94:16;3;1;1;0;0;3;517;0;0;0;0;1607444646142
88:6B:0F:F1:94:16;4;1;1;0;0;0;462;0;0;0;0;1607444646222
88:6B:0F:F1:94:16;5;1;1;0;0;3;509;0;0;0;0;1607444646331
88:6B:0F:F1:94:16;6;1;1;0;0;0;495;0;0;0;0;1607444646438
88:6B:0F:F1:94:16;7;1;1;0;0;3;430;0;0;0;0;1607444646545
88:6B:0F:F1:94:16;8;1;1;0;0;0;643;0;0;0;0;1607444646632
88:6B:0F:F1:94:16;9;1;1;0;0;3;541;0;0;0;0;1607444646741
88:6B:0F:F1:94:16;10;1;1;0;0;0;518;0;0;0;0;1607444646823
88:6B:0F:F1:94:16;11;1;1;0;0;3;539;0;0;0;0;1607444646934
88:6B:0F:F1:94:16;12;1;1;0;0;0;596;0;0;0;0;1607444647031
88:6B:0F:F1:94:16;13;1;1;0;0;3;446;0;0;0;0;1607444647139
88:6B:0F:F1:94:16;14;1;1;0;0;1;466;0;0;0;0;1607444647227
88:6B:0F:F1:94:16;15;1;1;0;0;3;488;0;0;0;0;1607444647335
88:6B:0F:F1:94:16;0;1;1;0;0;1;490;0;0;0;0;1607444647442
88:6B:0F:F1:94:16;1;1;1;0;0;1;526;0;0;0;0;1607444647525
88:6B:0F:F1:94:16;2;1;1;0;0;1;501;0;0;0;0;1607444647633
88:6B:0F:F1:94:16;3;1;1;0;0;3;484;0;0;0;0;1607444647723
88:6B:0F:F1:94:16;4;1;1;0;0;1;491;0;0;0;0;1607444647846
88:6B:0F:F1:94:16;5;1;1;0;0;3;594;0;0;0;0;1607444647934
88:6B:0F:F1:94:16;6;1;1;0;0;0;475;0;0;0;0;1607444648042
88:6B:0F:F1:94:16;7;1;1;0;0;3;497;0;0;0;0;1607444648125
88:6B:0F:F1:94:16;8;1;1;0;0;1;533;0;0;0;0;1607444648234
88:6B:0F:F1:94:16;9;1;1;0;0;3;485;0;0;0;0;1607444648341
88:6B:0F:F1:94:16;10;1;1;0;0;0;466;0;0;0;0;1607444648422
88:6B:0F:F1:94:16;11;1;1;0;0;3;470;0;0;0;0;1607444648534
88:6B:0F:F1:94:16;12;1;1;0;0;0;488;0;0;0;0;1607444648642
88:6B:0F:F1:94:16;13;1;1;0;0;3;492;0;0;0;0;1607444648724
88:6B:0F:F1:94:16;14;1;1;0;0;0;494;0;0;0;0;1607444648836
88:6B:0F:F1:94:16;15;1;1;0;0;3;615;0;0;0;0;1607444648939
88:6B:0F:F1:94:16;0;1;1;0;0;0;476;0;0;0;0;1607444649047
88:6B:0F:F1:94:16;1;1;1;0;0;3;468;0;0;0;0;1607444649136
88:6B:0F:F1:94:16;2;1;1;0;0;0;548;0;0;0;0;1607444649244
88:6B:0F:F1:94:16;3;1;1;0;0;3;522;0;0;0;0;1607444649326
88:6B:0F:F1:94:16;4;1;1;0;0;0;506;0;0;0;0;1607444649434
88:6B:0F:F1:94:16;5;1;1;0;0;3;442;0;0;0;0;1607444649541
88:6B:0F:F1:94:16;6;1;1;0;0;0;511;0;0;0;0;1607444649622
88:6B:0F:F1:94:16;7;1;1;0;0;3;493;0;0;0;0;1607444649735
88:6B:0F:F1:94:16;8;1;1;0;0;0;537;0;0;0;0;1607444649842
88:6B:0F:F1:94:16;9;1;1;0;0;0;484;0;0;0;0;1607444649923
88:6B:0F:F1:94:16;10;1;1;0;0;0;483;0;0;0;0;1607444650034
88:6B:0F:F1:94:16;11;1;1;0;0;3;477;0;0;0;0;1607444650139
88:6B:0F:F1:94:16;12;1;1;0;0;0;502;0;0;0;0;1607444650247
88:6B:0F:F1:94:16;13;1;1;0;0;3;489;0;0;0;0;1607444650336
88:6B:0F:F1:94:16;14;1;1;0;0;0;520;0;0;0;0;1607444650445
88:6B:0F:F1:94:16;15;1;1;0;0;3;516;0;0;0;0;1607444650526
88:6B:0F:F1:94:16;0;1;1;0;0;0;500;0;0;0;0;1607444650634
88:6B:0F:F1:94:16;1;1;1;0;0;3;499;0;0;0;0;1607444650744
88:6B:0F:F1:94:16;2;1;1;0;0;0;503;0;0;0;0;1607444650845
88:6B:0F:F1:94:16;3;1;1;0;0;3;488;0;0;0;0;1607444650933
88:6B:0F:F1:94:16;4;1;1;0;0;0;508;0;0;0;0;1607444651046
88:6B:0F:F1:94:16;5;1;1;0;0;3;513;0;0;0;0;1607444651128
88:6B:0F:F1:94:16;6;1;1;0;0;0;506;0;0;0;0;1607444651237
88:6B:0F:F1:94:16;7;1;1;0;0;3;507;0;0;0;0;1607444651343
88:6B:0F:F1:94:16;8;1;1;0;0;0;500;0;0;0;0;1607444651426
88:6B:0F:F1:94:16;9;1;1;0;0;3;491;0;0;0;0;1607444651535
88:6B:0F:F1:94:16;10;1;1;0;0;0;471;0;0;0;0;1607444651622
88:6B:0F:F1:94:16;11;1;1;0;0;3;520;0;0;0;0;1607444651733
88:6B:0F:F1:94:16;12;1;1;0;0;0;504;0;0;0;0;1607444651838
88:6B:0F:F1:94:16;13;1;1;0;0;3;500;0;0;0;0;1607444651945
88:6B:0F:F1:94:16;14;1;1;0;0;1;504;0;0;0;0;1607444652027
88:6B:0F:F1:94:16;15;1;1;0;0;3;600;0;0;0;0;1607444652126
88:6B:0F:F1:94:16;0;1;1;0;0;1;486;0;0;0;0;1607444652247
88:6B:0F:F1:94:16;1;1;1;0;0;1;467;0;0;0;0;1607444652328
88:6B:0F:F1:94:16;2;1;1;0;0;1;531;0;0;0;0;1607444652437
88:6B:0F:F1:94:16;3;1;1;0;0;3;515;0;0;0;0;1607444652544
88:6B:0F:F1:94:16;4;1;1;0;0;1;504;0;0;0;0;1607444652626
88:6B:0F:F1:94:16;5;1;1;0;0;3;500;0;0;0;0;1607444652735
88:6B:0F:F1:94:16;6;1;1;0;0;0;509;0;0;0;0;1607444652822
88:6B:0F:F1:94:16;7;1;1;0;0;3;501;0;0;0;0;1607444652932
88:6B:0F:F1:94:16;8;1;1;0;0;0;491;0;0;0;0;1607444653038
88:6B:0F:F1:94:16;9;1;1;0;0;3;470;0;0;0;0;1607444653145
88:6B:0F:F1:94:16;10;1;1;0;0;0;537;0;0;0;0;1607444653227
88:6B:0F:F1:94:16;11;1;1;0;0;3;511;0;0;0;0;1607444653336
88:6B:0F:F1:94:16;12;1;1;0;0;0;497;0;0;0;0;1607444653429
88:6B:0F:F1:94:16;13;1;1;0;0;3;484;0;0;0;0;1607444653537
88:6B:0F:F1:94:16;14;1;1;0;0;1;500;0;0;0;0;1607444653644
88:6B:0F:F1:94:16;15;1;1;0;0;3;497;0;0;0;0;1607444653727
88:6B:0F:F1:94:16;0;1;1;0;0;1;480;0;0;0;0;1607444653836
88:6B:0F:F1:94:16;1;1;1;0;0;3;496;0;0;0;0;1607444653946
88:6B:0F:F1:94:16;2;1;1;0;0;1;529;0;0;0;0;1607444654036
88:6B:0F:F1:94:16;3;1;1;0;0;3;510;0;0;0;0;1607444654143
88:6B:0F:F1:94:16;4;1;1;0;0;0;502;0;0;0;0;1607444654227
88:6B:0F:F1:94:16;5;1;1;0;0;3;504;0;0;0;0;1607444654346
88:6B:0F:F1:94:16;6;1;1;0;0;0;521;0;0;0;0;1607444654428
88:6B:0F:F1:94:16;7;1;1;0;0;3;485;0;0;0;0;1607444654536
88:6B:0F:F1:94:16;8;1;1;0;0;0;470;0;0;0;0;1607444654624
88:6B:0F:F1:94:16;9;1;1;0;0;1;545;0;0;0;0;1607444654740
88:6B:0F:F1:94:16;10;1;1;0;0;1;509;0;0;0;0;1607444654825
88:6B:0F:F1:94:16;11;1;1;0;0;3;499;0;0;0;0;1607444654935
88:6B:0F:F1:94:16;12;1;1;0;0;0;495;0;0;0;0;1607444655043
88:6B:0F:F1:94:16;13;1;1;0;0;3;551;0;0;0;0;1607444655128
88:6B:0F:F1:94:16;14;1;1;0;0;0;484;0;0;0;0;1607444655245
88:6B:0F:F1:94:16;15;1;1;0;0;3;464;0;0;0;0;1607444655329
88:6B:0F:F1:94:16;0;1;1;0;0;0;535;0;0;0;0;1607444655433
88:6B:0F:F1:94:16;1;1;1;0;0;3;506;0;0;0;0;1607444655542
88:6B:0F:F1:94:16;2;1;1;0;0;1;501;0;0;0;0;1607444655629
88:6B:0F:F1:94:16;3;1;1;0;0;3;510;0;0;0;0;1607444655741
88:6B:0F:F1:94:16;4;1;1;0;0;0;510;0;0;0;0;1607444655830
88:6B:0F:F1:94:16;5;1;1;0;0;3;488;0;0;0;0;1607444655940
88:6B:0F:F1:94:16;6;1;1;0;0;1;480;0;0;0;0;1607444656047
88:6B:0F:F1:94:16;7;1;1;0;0;3;537;0;0;0;0;1607444656129
88:6B:0F:F1:94:16;8;1;1;0;0;1;504;0;0;0;0;1607444656237
88:6B:0F:F1:94:16;9;1;1;0;0;3;500;0;0;0;0;1607444656345
88:6B:0F:F1:94:16;10;1;1;0;0;0;384;0;0;0;0;1607444656434
88:6B:0F:F1:94:16;11;1;1;0;0;3;498;0;0;0;0;1607444656543
88:6B:0F:F1:94:16;12;1;1;0;0;0;478;0;0;0;0;1607444656624
88:6B:0F:F1:94:16;13;1;1;0;0;3;542;0;0;0;0;1607444656732
88:6B:0F:F1:94:16;14;1;1;0;0;1;515;0;0;0;0;1607444656842
88:6B:0F:F1:94:16;15;1;1;0;0;1;502;0;0;0;0;1607444656952
88:6B:0F:F1:94:16;0;1;1;0;0;0;508;0;0;0;0;1607444657041
88:6B:0F:F1:94:16;1;1;1;0;0;1;502;0;0;0;0;1607444657124
88:6B:0F:F1:94:16;2;1;1;0;0;1;486;0;0;0;0;1607444657245
88:6B:0F:F1:94:16;3;1;1;0;0;3;465;0;0;0;0;1607444657328
88:6B:0F:F1:94:16;4;1;1;0;0;0;528;0;0;0;0;1607444657435
88:6B:0F:F1:94:16;5;1;1;0;0;3;514;0;0;0;0;1607444657544
88:6B:0F:F1:94:16;6;1;1;0;0;0;504;0;0;0;0;1607444657631
88:6B:0F:F1:94:16;7;1;1;0;0;3;498;0;0;0;0;1607444657742
88:6B:0F:F1:94:16;8;1;1;0;0;1;502;0;0;0;0;1607444657846
88:6B:0F:F1:94:16;9;1;1;0;0;3;502;0;0;0;0;1607444657929
88:6B:0F:F1:94:16;10;1;1;0;0;1;488;0;0;0;0;1607444658038
88:6B:0F:F1:94:16;11;1;1;0;0;3;480;0;0;0;0;1607444658145
88:6B:0F:F1:94:16;12;1;1;0;0;0;524;0;0;0;0;1607444658233
88:6B:0F:F1:94:16;13;1;1;0;0;3;511;0;0;0;0;1607444658341
88:6B:0F:F1:94:16;14;1;1;0;0;0;502;0;0;0;0;1607444658424
88:6B:0F:F1:94:16;15;1;1;0;0;3;496;0;0;0;0;1607444658525
88:6B:0F:F1:94:16;0;1;1;0;0;1;502;0;0;0;0;1607444658634
88:6B:0F:F1:94:16;1;1;1;0;0;3;575;0;0;0;0;1607444658744
88:6B:0F:F1:94:16;2;1;1;0;0;0;489;0;0;0;0;1607444658833
88:6B:0F:F1:94:16;3;1;1;0;0;3;466;0;0;0;0;1607444658924
88:6B:0F:F1:94:16;4;1;1;0;0;0;547;0;0;0;0;1607444659031
88:6B:0F:F1:94:16;5;1;1;0;0;3;516;0;0;0;0;1607444659139
88:6B:0F:F1:94:16;6;1;1;0;0;1;512;0;0;0;0;1607444659246
88:6B:0F:F1:94:16;7;1;1;0;0;1;503;0;0;0;0;1607444659328
88:6B:0F:F1:94:16;8;1;1;0;0;1;480;0;0;0;0;1607444659441
88:6B:0F:F1:94:16;9;1;1;0;0;3;359;0;0;0;0;1607444659524
88:6B:0F:F1:94:16;10;1;1;0;0;0;488;0;0;0;0;1607444659631
88:6B:0F:F1:94:16;11;1;1;0;0;3;472;0;0;0;0;1607444659739
88:6B:0F:F1:94:16;12;1;1;0;0;0;545;0;0;0;0;1607444659830
88:6B:0F:F1:94:16;13;1;1;0;0;3;516;0;0;0;0;1607444659938
88:6B:0F:F1:94:16;14;1;1;0;0;1;500;0;0;0;0;1607444660030
88:6B:0F:F1:94:16;15;1;1;0;0;3;490;0;0;0;0;1607444660143
88:6B:0F:F1:94:16;0;1;1;0;0;1;483;0;0;0;0;1607444660226
88:6B:0F:F1:94:16;1;1;1;0;0;3;496;0;0;0;0;1607444660334
88:6B:0F:F1:94:16;2;1;1;0;0;1;492;0;0;0;0;1607444660441
88:6B:0F:F1:94:16;3;1;1;0;0;3;481;0;0;0;0;1607444660523
88:6B:0F:F1:94:16;4;1;1;0;0;0;498;0;0;0;0;1607444660632
88:6B:0F:F1:94:16;5;1;1;0;0;3;529;0;0;0;0;1607444660745
88:6B:0F:F1:94:16;6;1;1;0;0;1;512;0;0;0;0;1607444660828
88:6B:0F:F1:94:16;7;1;1;0;0;3;505;0;0;0;0;1607444660935
88:6B:0F:F1:94:16;8;1;1;0;0;1;507;0;0;0;0;1607444661062
88:6B:0F:F1:94:16;9;1;1;0;0;3;490;0;0;0;0;1607444661142
88:6B:0F:F1:94:16;10;1;1;0;0;0;498;0;0;0;0;1607444661226
88:6B:0F:F1:94:16;11;1;1;0;0;3;476;0;0;0;0;1607444661337
88:6B:0F:F1:94:16;12;1;1;0;0;0;546;0;0;0;0;1607444661444
88:6B:0F:F1:94:16;13;1;1;0;0;3;512;0;0;0;0;1607444661526
88:6B:0F:F1:94:16;14;1;1;0;0;0;504;0;0;0;0;1607444661634
88:6B:0F:F1:94:16;15;1;1;0;0;1;483;0;0;0;0;1607444661741
88:6B:0F:F1:94:16;0;1;1;0;0;1;469;0;0;0;0;1607444661824
88:6B:0F:F1:94:16;1;1;1;0;0;3;500;0;0;0;0;1607444661938
88:6B:0F:F1:94:16;2;1;1;0;0;0;478;0;0;0;0;1607444662047
88:6B:0F:F1:94:16;3;1;1;0;0;3;531;0;0;0;0;1607444662129
88:6B:0F:F1:94:16;4;1;1;0;0;0;515;0;0;0;0;1607444662237
88:6B:0F:F1:94:16;5;1;1;0;0;3;506;0;0;0;0;1607444662346
88:6B:0F:F1:94:16;6;1;1;0;0;1;500;0;0;0;0;1607444662429
88:6B:0F:F1:94:16;7;1;1;0;0;3;504;0;0;0;0;1607444662543
88:6B:0F:F1:94:16;8;1;1;0;0;0;529;0;0;0;0;1607444662625
88:6B:0F:F1:94:16;9;1;1;0;0;3;495;0;0;0;0;1607444662734
88:6B:0F:F1:94:16;10;1;1;0;0;0;465;0;0;0;0;1607444662841
88:6B:0F:F1:94:16;11;1;1;0;0;3;542;0;0;0;0;1607444662948
88:6B:0F:F1:94:16;12;1;1;0;0;0;493;0;0;0;0;1607444663033
88:6B:0F:F1:94:16;13;1;1;0;0;3;492;0;0;0;0;1607444663124
88:6B:0F:F1:94:16;14;1;1;0;0;1;493;0;0;0;0;1607444663233
88:6B:0F:F1:94:16;15;1;1;0;0;3;503;0;0;0;0;1607444663343
88:6B:0F:F1:94:16;0;1;1;0;0;0;465;0;0;0;0;1607444663448
88:6B:0F:F1:94:16;1;1;1;0;0;3;501;0;0;0;0;1607444663532
88:6B:0F:F1:94:16;2;1;1;0;0;0;471;0;0;0;0;1607444663646
88:6B:0F:F1:94:16;3;1;1;0;0;3;550;0;0;0;0;1607444663734
88:6B:0F:F1:94:16;4;1;1;0;0;0;517;0;0;0;0;1607444663842
88:6B:0F:F1:94:16;5;1;1;0;0;3;517;0;0;0;0;1607444663923
88:6B:0F:F1:94:16;6;1;1;0;0;1;501;0;0;0;0;1607444664034
88:6B:0F:F1:94:16;7;1;1;0;0;1;498;0;0;0;0;1607444664139
88:6B:0F:F1:94:16;8;1;1;0;0;1;528;0;0;0;0;1607444664247
88:6B:0F:F1:94:16;9;1;1;0;0;3;467;0;0;0;0;1607444664336
88:6B:0F:F1:94:16;10;1;1;0;0;1;434;0;0;0;0;1607444664444
88:6B:0F:F1:94:16;11;1;1;0;0;3;533;0;0;0;0;1607444664525
88:6B:0F:F1:94:16;12;1;1;0;0;0;519;0;0;0;0;1607444664633
88:6B:0F:F1:94:16;13;1;1;0;0;3;532;0;0;0;0;1607444664765
88:6B:0F:F1:94:16;14;1;1;0;0;1;511;0;0;0;0;1607444664825
88:6B:0F:F1:94:16;15;1;1;0;0;3;412;0;0;0;0;1607444664926
88:6B:0F:F1:94:16;0;1;1;0;0;1;511;0;0;0;0;1607444665037
88:6B:0F:F1:94:16;1;1;1;0;0;3;478;0;0;0;0;1607444665149
88:6B:0F:F1:94:16;2;1;1;0;0;0;542;0;0;0;0;1607444665231